"NOMBRE","ACTIVIDAD","DIRECCION","X","X.1","origin","DIRECCION.CLEAN","regexp","calle","numero"
"CAJA NEGRA EDITORA","EDITORIAL","AGUIRRE 1153",NA,NA,"D2","aguirre 1153","^([a-z ]*)([0-9]+)","aguirre","1153"
"CLASE TURISTA EDITORIAL","EDITORIAL","BONPLAND 1135",NA,NA,"D2","bonpland 1135","^([a-z ]*)([0-9]+)","bonpland","1135"
"EDITORIAL ENTROPIA","EDITORIAL","CESPEDES 3800",NA,NA,"D2","cespedes 3800","^([a-z ]*)([0-9]+)","cespedes","3800"
"LIBROS DE LA ARAUCAURIA","EDITORIAL","CASEROS AV. 410",NA,NA,"D2","caseros av 410","^([a-z ]*)([0-9]+)","caseros av","410"
"GZ EDITORES","EDITORIAL","PERU 457",NA,NA,"D2","peru 457","^([a-z ]*)([0-9]+)","peru","457"
"RETINA EDITORES","EDITORIAL","HIDALGO 775",NA,NA,"D2","hidalgo 775","^([a-z ]*)([0-9]+)","hidalgo","775"
"GOURMET MUSICAL EDICIONES","EDITORIAL","RUGGIERI, SILVIO L. 2733",NA,NA,"D2","ruggieri silvio l 2733","^([a-z ]*)([0-9]+)","ruggieri silvio l","2733"
"12(NTES)","EDITORIAL","JUSTO, JUAN B. AV. 4609",NA,NA,"D2","justo juan b av 4609","^([a-z ]*)([0-9]+)","justo juan b av","4609"
"CALESITA DE LA PLAZA ECHEVERRIA","CALESITA","NAHUEL HUAPI Y BAUNESS",NA,NA,"D2","nahuel huapi y bauness","","nahuel huapi y bauness","nahuel huapi y bauness"
"COMPAÑIA ARTISTICA ARCO IRIS","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","VENEZUELA 4001",NA,NA,"D2","venezuela 4001","^([a-z ]*)([0-9]+)","venezuela","4001"
"LO DE GUIDI","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","RIOBAMBA 359",NA,NA,"D2","riobamba 359","^([a-z ]*)([0-9]+)","riobamba","359"
"EL OJO","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","PERON, JUAN DOMINGO, TTE. GENERAL 2115",NA,NA,"D2","peron juan domingo tte general 2115","^([a-z ]*)([0-9]+)","peron juan domingo tte general","2115"
"CENTRO DE ESTUDIOS ARTISTICOS","ESPACIO DE FORMACION (CARRERAS, SEMINARIOS Y TALLERES)","CUENCA 3473",NA,NA,"D2","cuenca 3473","^([a-z ]*)([0-9]+)","cuenca","3473"
"GALERIA SCHLIFKA MOLINA ARTE","GALERIA DE ARTE","GORRITI 4829",NA,NA,"D2","gorriti 4829","^([a-z ]*)([0-9]+)","gorriti","4829"
"1/2 MUNDO CLUB DE ARTE","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","YRIGOYEN, HIPOLITO 2148",NA,NA,"D2","yrigoyen hipolito 2148","^([a-z ]*)([0-9]+)","yrigoyen hipolito","2148"
"CENTRO CULTURAL RAICES","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","AGRELO 3045",NA,NA,"D2","agrelo 3045","^([a-z ]*)([0-9]+)","agrelo","3045"
"GALPON V","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","VELEZ SARSFIELD AV. 218",NA,NA,"D2","velez sarsfield av 218","^([a-z ]*)([0-9]+)","velez sarsfield av","218"
"EL CARROMATO (SALA MOVIL)","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","ECHEVERRIA 2083",NA,NA,"D2","echeverria 2083","^([a-z ]*)([0-9]+)","echeverria","2083"
"CENTRO CULTURAL G.I.T.","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","CASTRO BARROS 1046",NA,NA,"D2","castro barros 1046","^([a-z ]*)([0-9]+)","castro barros","1046"
"CINE TEATRO BROWN","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","BROWN, ALTE. AV. 1375",NA,NA,"D2","brown alte av 1375","^([a-z ]*)([0-9]+)","brown alte av","1375"
"CENTRO LATINOAMERICANO DE CREACION E INVESTIGACION TEATRAL (CELCIT)LCIT","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","MORENO 431",NA,NA,"D2","moreno 431","^([a-z ]*)([0-9]+)","moreno","431"
"TEATRO ESTUDIO ""EL CUERVO""","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","SANTIAGO DEL ESTERO 433",NA,NA,"D2","santiago del estero 433","^([a-z ]*)([0-9]+)","santiago del estero","433"
"MIMOTEATRO ESCOBAR-LERCHUNDI","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","DEFENSA 611",NA,NA,"D2","defensa 611","^([a-z ]*)([0-9]+)","defensa","611"
"TEATRO LA RANCHERIA","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","MEXICO 1152",NA,NA,"D2","mexico 1152","^([a-z ]*)([0-9]+)","mexico","1152"
"EL BUHO","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","TACUARI 215",NA,NA,"D2","tacuari 215","^([a-z ]*)([0-9]+)","tacuari","215"
"SILENCIO DE NEGRAS","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","SAENZ PE�A, LUIS, PRES. 663",NA,NA,"D2",NA,"",NA,NA
"DEL VIEJO PALERMO","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","CABRERA, JOSE A. 5567",NA,NA,"D2","cabrera jose a 5567","^([a-z ]*)([0-9]+)","cabrera jose a","5567"
"FUNDACION MITICA","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","THAMES 2078",NA,NA,"D2","thames 2078","^([a-z ]*)([0-9]+)","thames","2078"
"LA MARAVILLOSA. CASA DE ARTE.","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","MEDRANO 1360",NA,NA,"D2","medrano 1360","^([a-z ]*)([0-9]+)","medrano","1360"
"LA COMEDIA","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","RODRIGUEZ PE�A 1062",NA,NA,"D2",NA,"",NA,NA
"GRAN REX","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","CORRIENTES AV. 857",NA,NA,"D2","corrientes av 857","^([a-z ]*)([0-9]+)","corrientes av","857"
"INSTITUTO NACIONAL DE ESTUDIOS DE TEATRO","MUSEO","SANTA FE AV. 1243",NA,NA,"D2","santa fe av 1243","^([a-z ]*)([0-9]+)","santa fe av","1243"
"INSTITUTO ESPACIO PARA LA MEMORIA","MUSEO","SAENZ PE�A, LUIS, PRES. 457",NA,NA,"D2",NA,"",NA,NA
"MUSEO ANCONETANI DEL ACORDEON","MUSEO","GUEVARA 492",NA,NA,"D2","guevara 492","^([a-z ]*)([0-9]+)","guevara","492"
"MUSEO DE LA BALANZA","MUSEO","CALIFORNIA 2000",NA,NA,"D2","california 2000","^([a-z ]*)([0-9]+)","california","2000"
"MUSEO DE LAS ESCUELAS","MUSEO","PASEO COLON AV. 1318",NA,NA,"D2","paseo colon av 1318","^([a-z ]*)([0-9]+)","paseo colon av","1318"
"MUSEO MEMORIAS DE SAN JUAN EVANGELISTA","MUSEO","OLAVARRIA 486",NA,NA,"D2","olavarria 486","^([a-z ]*)([0-9]+)","olavarria","486"
"MUSEO CASA DE LA MONEDA. SOCIEDAD DEL ESTADO.","MUSEO","ANTARTIDA ARGENTINA AV. Y CASTILLO, RAMON S., PRES. AV.",NA,NA,"D2","antartida argentina av y castillo ramon s pres av","","antartida argentina av y castillo ramon s pres av","antartida argentina av y castillo ramon s pres av"
"MUSEO DE BOMBEROS VOLUNTARIOS DE LA BOCA","MUSEO","BRANDSEN 567",NA,NA,"D2","brandsen 567","^([a-z ]*)([0-9]+)","brandsen","567"
"MUSEO DE LA DIPLOMACIA ARGENTINA","MUSEO","ARENALES 761",NA,NA,"D2","arenales 761","^([a-z ]*)([0-9]+)","arenales","761"
"MUSEO DE LA IGLESIA PARROQUIAL SAN PEDRO GONZALEZ TELMO Y SU CLAUSTRO HISTORICO","MUSEO","HUMBERTO 1 340",NA,NA,"D2","humberto 1 340","^([a-z ]*)([0-9]+)","humberto  340","1 340"
"MUSEO DE LA SOCIEDAD ARGENTINA DE ESCRITORES","MUSEO","MEXICO 524",NA,NA,"D2","mexico 524","^([a-z ]*)([0-9]+)","mexico","524"
"ACADEMIA NACIONAL DE LA HISTORIA DE LA REPUBLICA ARGENTINA","MUSEO","BALCARCE 139",NA,NA,"D2","balcarce 139","^([a-z ]*)([0-9]+)","balcarce","139"
"MUSEO ETNOGRAFICO DE LAS OBRAS MISIONALES PONTIFICIAS","MUSEO","MEDRANO AV. 735",NA,NA,"D2","medrano av 735","^([a-z ]*)([0-9]+)","medrano av","735"
"MUSEO HISTORICO DE LA HONORABLE CAMARA DE DIPUTADOS","MUSEO","MITRE, BARTOLOME 2085",NA,NA,"D2","mitre bartolome 2085","^([a-z ]*)([0-9]+)","mitre bartolome","2085"
"MUSEO DE LA INMIGRACION Y EX HOTEL DE INMIGRANTES","MUSEO","ANTARTIDA ARGENTINA AV. 1355",NA,NA,"D2","antartida argentina av 1355","^([a-z ]*)([0-9]+)","antartida argentina av","1355"
"MUSEO HISTORICO DEL REGIMIENTO GRANADEROS A CABALLO GENERAL SAN MARTIN","MUSEO","CAMPOS, LUIS M. AV. 554",NA,NA,"D2","campos luis m av 554","^([a-z ]*)([0-9]+)","campos luis m av","554"
"MUSEO PENITENCIARIO ARGENTINO ANTONIO BALLVE","MUSEO","HUMBERTO 1 378",NA,NA,"D2","humberto 1 378","^([a-z ]*)([0-9]+)","humberto  378","1 378"
"MUSEO HISTORICO DEL HOSPITAL RIVADAVIA","MUSEO","LAS HERAS GENERAL AV. 2670",NA,NA,"D2","las heras general av 2670","^([a-z ]*)([0-9]+)","las heras general av","2670"
"MUSEO DE LA LUZ","MUSEO","BOYACA 1553",NA,NA,"D2","boyaca 1553","^([a-z ]*)([0-9]+)","boyaca","1553"
"MUSEO DE LA PSICOLOGIA EXPERIMENTAL EN ARGENTINA ?DR. HORACIO G. PIÑERO?","MUSEO","INDEPENDENCIA AV. 3065",NA,NA,"D2","independencia av 3065","^([a-z ]*)([0-9]+)","independencia av","3065"
"MUSEO DE MARCAPASOS Y PRECURSORES DE LA MEDICINA MODERNA","MUSEO","CATAMARCA 536",NA,NA,"D2","catamarca 536","^([a-z ]*)([0-9]+)","catamarca","536"
"MUSEO DE PATOLOGIA DE LA UNIVERSIDAD DE BUENOS AIRES","MUSEO","URIBURU JOSE E., PRES. 950",NA,NA,"D2","uriburu jose e pres 950","^([a-z ]*)([0-9]+)","uriburu jose e pres","950"
"MUSEO Y OBSERVATORIO DEL COLEGIO SAN JOSE","MUSEO","MITRE, BARTOLOME 2455",NA,NA,"D2","mitre bartolome 2455","^([a-z ]*)([0-9]+)","mitre bartolome","2455"
"MUSEO DE TIRO FEDERAL","MUSEO","DEL LIBERTADOR AV. 6935",NA,NA,"D2","del libertador av 6935","^([a-z ]*)([0-9]+)","del libertador av","6935"
"MUSEO FORENSE DE LA MORGUE JUDICIAL","MUSEO","JUNIN 760",NA,NA,"D2","junin 760","^([a-z ]*)([0-9]+)","junin","760"
"MUSEO TECNOLOGICO EDUARDO LATZINA","MUSEO","PASEO COLON AV. 650",NA,NA,"D2","paseo colon av 650","^([a-z ]*)([0-9]+)","paseo colon av","650"
"MUSEO Y CENTRO DE ESTUDIOS HISTORICOS DE LA FACULTAD DE ODONTOLOGIA DE BUENOS AIRES DE LA UNIVERSIDAD DE BUENOS AIRES","MUSEO","ALVEAR, MARCELO T. DE 2142",NA,NA,"D2","alvear marcelo t de 2142","^([a-z ]*)([0-9]+)","alvear marcelo t de","2142"
"MUSEO DEL AUTOMOVIL CLUB ARGENTINO","MUSEO","DEL LIBERTADOR AV. 1850",NA,NA,"D2","del libertador av 1850","^([a-z ]*)([0-9]+)","del libertador av","1850"
"COLECCION DE ARTE AMALIA LACROZE DE FORTABAT","MUSEO","COSSETTINI, OLGA 141",NA,NA,"D2","cossettini olga 141","^([a-z ]*)([0-9]+)","cossettini olga","141"
"MUSEO AL AIRE LIBRE DE ARTISTAS PLASTICOS DE CAMINITO","MUSEO","CAMINITO Y ARAOZ DE LAMADRID, GREGORIO, GRAL.",NA,NA,"D2","caminito y araoz de lamadrid gregorio gral","","caminito y araoz de lamadrid gregorio gral","caminito y araoz de lamadrid gregorio gral"
"MUSEO DE ARTE CONTEMPORANEO BUENOS AIRES (MACBA)","MUSEO","SAN JUAN AV. 328",NA,NA,"D2","san juan av 328","^([a-z ]*)([0-9]+)","san juan av","328"
"MUSEO DE MAGDA FRANK","MUSEO","VEDIA 3546",NA,NA,"D2","vedia 3546","^([a-z ]*)([0-9]+)","vedia","3546"
"MUSEO LIBERO BADII","MUSEO","11 DE SEPTIEMBRE DE 1888 1990",NA,NA,"D2","11 de septiembre de 1888 1990","^([a-z ]*)([0-9]+)","de septiembre de 1888 1990","11 de septiembre de 1888 1990"
"GALERIA AZUR","GALERIA DE ARTE","CALLAO AV. 1701",NA,NA,"D2","callao av 1701","^([a-z ]*)([0-9]+)","callao av","1701"
"FUNDACION LEBENSOHN","ESPACIO DE FORMACION (CARRERAS, SEMINARIOS Y TALLERES)","HORNOS, GRAL. 238",NA,NA,"D2","hornos gral 238","^([a-z ]*)([0-9]+)","hornos gral","238"
"AARS LIBREROS","LIBRERIA","LARREA 938",NA,NA,"D2","larrea 938","^([a-z ]*)([0-9]+)","larrea","938"
"ACME AGENCY. SUCURSAL ARENALES.","LIBRERIA","ARENALES 885",NA,NA,"D2","arenales 885","^([a-z ]*)([0-9]+)","arenales","885"
"ACME AGENCY. SUCURSAL CAMACUA.","LIBRERIA","CAMACUA 87",NA,NA,"D2","camacua 87","^([a-z ]*)([0-9]+)","camacua","87"
"AGUMALU","LIBRERIA","PERON, JUAN DOMINGO, TTE. GENERAL 2187",NA,NA,"D2","peron juan domingo tte general 2187","^([a-z ]*)([0-9]+)","peron juan domingo tte general","2187"
"ALBERTO PEREMIANSKY","LIBRERIA","CORDOBA AV. 2586",NA,NA,"D2","cordoba av 2586","^([a-z ]*)([0-9]+)","cordoba av","2586"
"ALIEN LIBROS","LIBRERIA","CORRIENTES AV. 1833",NA,NA,"D2","corrientes av 1833","^([a-z ]*)([0-9]+)","corrientes av","1833"
"ALMAGESTO","LIBRERIA","RODRIGUEZ PE�A 554",NA,NA,"D2",NA,"",NA,NA
"ANDRES BELLO - TIENDA DE LIBROS","LIBRERIA","GORRITI 5204",NA,NA,"D2","gorriti 5204","^([a-z ]*)([0-9]+)","gorriti","5204"
"LIBRERIA ANTIGONA. SUCURSAL AV. CORRIENTES.","LIBRERIA","CORRIENTES AV. 1555",NA,NA,"D2","corrientes av 1555","^([a-z ]*)([0-9]+)","corrientes av","1555"
"LIBRERIA ANTIGONA. SUCURSAL AV. SANTA FE.","LIBRERIA","SANTA FE AV. 1654",NA,NA,"D2","santa fe av 1654","^([a-z ]*)([0-9]+)","santa fe av","1654"
"LIBRERIA ANTIGONA. SUCURSAL LAS HERAS.","LIBRERIA","LAS HERAS GENERAL AV. 2597",NA,NA,"D2","las heras general av 2597","^([a-z ]*)([0-9]+)","las heras general av","2597"
"LIBRERIA ANTIGONA. SUCURSAL CERRITO.","LIBRERIA","CERRITO 1128",NA,NA,"D2","cerrito 1128","^([a-z ]*)([0-9]+)","cerrito","1128"
"EDICIONES ARGENTINIDAD","EDITORIAL","FLORIDA 860",NA,NA,"D2","florida 860","^([a-z ]*)([0-9]+)","florida","860"
"ARLEQUIN LIBROS","LIBRERIA","JUNCAL 3404",NA,NA,"D2","juncal 3404","^([a-z ]*)([0-9]+)","juncal","3404"
"ARUNCO","LIBRERIA","COMBATE DE LOS POZOS 131",NA,NA,"D2","combate de los pozos 131","^([a-z ]*)([0-9]+)","combate de los pozos","131"
"ATHENAS","LIBRERIA","BIEDMA, JOSE JUAN 911",NA,NA,"D2","biedma jose juan 911","^([a-z ]*)([0-9]+)","biedma jose juan","911"
"BERNIE","LIBRERIA","MONTEVIDEO 295",NA,NA,"D2","montevideo 295","^([a-z ]*)([0-9]+)","montevideo","295"
"BOOKS","LIBRERIA","ALBERDI, JUAN BAUTISTA AV. 719",NA,NA,"D2","alberdi juan bautista av 719","^([a-z ]*)([0-9]+)","alberdi juan bautista av","719"
"MENDEZ GOMEZ","LIBRERIA","RIVADAVIA AV. 1623",NA,NA,"D2","rivadavia av 1623","^([a-z ]*)([0-9]+)","rivadavia av","1623"
"CALIGARI","LIBRERIA","BOGOTA 101",NA,NA,"D2","bogota 101","^([a-z ]*)([0-9]+)","bogota","101"
"LA REVISTERIA COMICS","LIBRERIA","CORRIENTES AV. 1388",NA,NA,"D2","corrientes av 1388","^([a-z ]*)([0-9]+)","corrientes av","1388"
"CANTERVILLE LIBROS","LIBRERIA","CONGRESO 2365",NA,NA,"D2","congreso 2365","^([a-z ]*)([0-9]+)","congreso","2365"
"CASASSA Y LORENZO LIBREROS. SUCURSAL PEDRO MORAN.","LIBRERIA","MORAN, PEDRO 3254",NA,NA,"D2","moran pedro 3254","^([a-z ]*)([0-9]+)","moran pedro","3254"
"CATERVA LIBROS","LIBRERIA","ESMERALDA 887",NA,NA,"D2","esmeralda 887","^([a-z ]*)([0-9]+)","esmeralda","887"
"CIENCIA Y TECNICA SERVICIOS BIBLIOGRAFICOS","LIBRERIA","TACUARI 1334",NA,NA,"D2","tacuari 1334","^([a-z ]*)([0-9]+)","tacuari","1334"
"CIENTIFICA INTERAMERICANA","LIBRERIA","ALVEAR, MARCELO T. DE 2147",NA,NA,"D2","alvear marcelo t de 2147","^([a-z ]*)([0-9]+)","alvear marcelo t de","2147"
"CINCO ESQUINAS","LIBRERIA","LIBERTAD 1293",NA,NA,"D2","libertad 1293","^([a-z ]*)([0-9]+)","libertad","1293"
"CINE SI","LIBRERIA","GIUFFRA, JOSE M.,DR. 311",NA,NA,"D2","giuffra jose mdr 311","^([a-z ]*)([0-9]+)","giuffra jose mdr","311"
"CLARETIANA EDITORIAL. SUCURSAL RODRIGUEZ PEÑA.","LIBRERIA","RODRIGUEZ PE�A 898",NA,NA,"D2",NA,"",NA,NA
"CLARETIANA EDITORIAL. SUCURSAL ARAOZ.","LIBRERIA","ARAOZ 2968",NA,NA,"D2","araoz 2968","^([a-z ]*)([0-9]+)","araoz","2968"
"CLUB BURTON","LIBRERIA","ESTADOS UNIDOS 700",NA,NA,"D2","estados unidos 700","^([a-z ]*)([0-9]+)","estados unidos","700"
"CLUB DEL COMIC. SUCURSAL MARCELO T. DE ALVEAR.","LIBRERIA","ALVEAR, MARCELO T. DE 2002",NA,NA,"D2","alvear marcelo t de 2002","^([a-z ]*)([0-9]+)","alvear marcelo t de","2002"
"CLUB DEL COMIC. SUCURSAL MONTEVIDEO.","LIBRERIA","MONTEVIDEO 255",NA,NA,"D2","montevideo 255","^([a-z ]*)([0-9]+)","montevideo","255"
"CLUB DUMAS LIBROS","LIBRERIA","CORRIENTES AV. 1676",NA,NA,"D2","corrientes av 1676","^([a-z ]*)([0-9]+)","corrientes av","1676"
"COBRA. PEQUEÑA LIBRERIA.","LIBRERIA","ARANGUREN, JUAN F., DR. 150",NA,NA,"D2","aranguren juan f dr 150","^([a-z ]*)([0-9]+)","aranguren juan f dr","150"
"CONAS LIBROS","LIBRERIA","MITRE, BARTOLOME 2095",NA,NA,"D2","mitre bartolome 2095","^([a-z ]*)([0-9]+)","mitre bartolome","2095"
"LIBRERIA CONCENTRA","LIBRERIA","MONTEVIDEO 938",NA,NA,"D2","montevideo 938","^([a-z ]*)([0-9]+)","montevideo","938"
"LIBRERIA CONCENTRA. SUCURSAL CIUDAD UNIVERSITARIA.","LIBRERIA","GUIRALDES, INT. 2620",NA,NA,"D2","guiraldes int 2620","^([a-z ]*)([0-9]+)","guiraldes int","2620"
"CONRADO LIBROS","LIBRERIA","SAN MARTIN AV. 4521",NA,NA,"D2","san martin av 4521","^([a-z ]*)([0-9]+)","san martin av","4521"
"LA FABRICA","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","PERU 442",NA,NA,"D2","peru 442","^([a-z ]*)([0-9]+)","peru","442"
"ZAFRA","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","SARMIENTO 3096",NA,NA,"D2","sarmiento 3096","^([a-z ]*)([0-9]+)","sarmiento","3096"
"VUELA EL PEZ","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","CORDOBA AV. 4379",NA,NA,"D2","cordoba av 4379","^([a-z ]*)([0-9]+)","cordoba av","4379"
"LA CASA DEL ARBOL","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","FITZ ROY 2483",NA,NA,"D2","fitz roy 2483","^([a-z ]*)([0-9]+)","fitz roy","2483"
"LA OREJA NEGRA","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","URIARTE 1271",NA,NA,"D2","uriarte 1271","^([a-z ]*)([0-9]+)","uriarte","1271"
"CONTEXTO","LIBRERIA","BOCAYUVA, QUINTINO 22",NA,NA,"D2","bocayuva quintino 22","^([a-z ]*)([0-9]+)","bocayuva quintino","22"
"CP67 LIBRERIA TECNICA. SUCURSAL FLORIDA.","LIBRERIA","FLORIDA 683",NA,NA,"D2","florida 683","^([a-z ]*)([0-9]+)","florida","683"
"CP67 LIBRERIA TECNICA. SUCURSAL CIUDAD UNIVERSITARIA.","LIBRERIA","GUIRALDES, INT. 2620",NA,NA,"D2","guiraldes int 2620","^([a-z ]*)([0-9]+)","guiraldes int","2620"
"CRIME LIBROS","LIBRERIA","LAVALLE 985",NA,NA,"D2","lavalle 985","^([a-z ]*)([0-9]+)","lavalle","985"
"CRISMAR LIBROS","LIBRERIA","ALVAREZ JONTE AV. 4849",NA,NA,"D2","alvarez jonte av 4849","^([a-z ]*)([0-9]+)","alvarez jonte av","4849"
"CUEVA LIBROS","LIBRERIA","SARMIENTO 1566",NA,NA,"D2","sarmiento 1566","^([a-z ]*)([0-9]+)","sarmiento","1566"
"CULTURA LIBROS","LIBRERIA","LAS HERAS GENERAL AV. 3000",NA,NA,"D2","las heras general av 3000","^([a-z ]*)([0-9]+)","las heras general av","3000"
"D ARTAGNAN","LIBRERIA","AYACUCHO 455",NA,NA,"D2","ayacucho 455","^([a-z ]*)([0-9]+)","ayacucho","455"
"DE LA AVENIDA","LIBRERIA","DE MAYO AV. 924",NA,NA,"D2","de mayo av 924","^([a-z ]*)([0-9]+)","de mayo av","924"
"DE LA PAZ","LIBRERIA","ESTADOS UNIDOS 689",NA,NA,"D2","estados unidos 689","^([a-z ]*)([0-9]+)","estados unidos","689"
"DE LAS CIENCIAS","LIBRERIA","PARAGUAY 1363",NA,NA,"D2","paraguay 1363","^([a-z ]*)([0-9]+)","paraguay","1363"
"DE LAS LUCES","LIBRERIA","DE MAYO AV. 979",NA,NA,"D2","de mayo av 979","^([a-z ]*)([0-9]+)","de mayo av","979"
"DE LOS CUATRO VIENTOS. SUCURSAL BALCARCE.","LIBRERIA","BALCARCE 1053",NA,NA,"D2","balcarce 1053","^([a-z ]*)([0-9]+)","balcarce","1053"
"DE LOS CUATRO VIENTOS. SUCURSAL VENEZUELA.","LIBRERIA","REPUBLICA BOLIVARIANA DE VENEZUELA 726",NA,NA,"D2","republica bolivariana de venezuela 726","^([a-z ]*)([0-9]+)","republica bolivariana de venezuela","726"
"DEL AYER","LIBRERIA","CIUDAD DE LA PAZ 1403",NA,NA,"D2","ciudad de la paz 1403","^([a-z ]*)([0-9]+)","ciudad de la paz","1403"
"LIBRERIA DEL SOL","LIBRERIA","ESPINOSA 2393",NA,NA,"D2","espinosa 2393","^([a-z ]*)([0-9]+)","espinosa","2393"
"LIBRERIA DEL SUBURBIO","LIBRERIA","SAN JUAN AV. Y BOEDO AV.",NA,NA,"D2","san juan av y boedo av","","san juan av y boedo av","san juan av y boedo av"
"DEL SUR ANTICUARIOS","LIBRERIA","BOLIVAR 770",NA,NA,"D2","bolivar 770","^([a-z ]*)([0-9]+)","bolivar","770"
"LIBRERIA DEL VIRREY","LIBRERIA","LORETO, VIRREY 2407",NA,NA,"D2","loreto virrey 2407","^([a-z ]*)([0-9]+)","loreto virrey","2407"
"DELFOS LIBROS. SUCURSAL ELCANO.","LIBRERIA","ELCANO AV. 3258",NA,NA,"D2","elcano av 3258","^([a-z ]*)([0-9]+)","elcano av","3258"
"DEVA'S. SUCURSAL CORRIENTES.","LIBRERIA","CORRIENTES AV. 1752",NA,NA,"D2","corrientes av 1752","^([a-z ]*)([0-9]+)","corrientes av","1752"
"DEVA'S. SUCURSAL HONDURAS.","LIBRERIA","HONDURAS 4739",NA,NA,"D2","honduras 4739","^([a-z ]*)([0-9]+)","honduras","4739"
"DEVA'S. SUCURSAL SANTA FE.","LIBRERIA","SANTA FE AV. 1998",NA,NA,"D2","santa fe av 1998","^([a-z ]*)([0-9]+)","santa fe av","1998"
"DEVA'S. SUCURSAL JURAMENTO.","LIBRERIA","JURAMENTO AV. 2307",NA,NA,"D2","juramento av 2307","^([a-z ]*)([0-9]+)","juramento av","2307"
"DEVA'S. SUCURSAL ACOYTE.","LIBRERIA","ACOYTE AV. 70",NA,NA,"D2","acoyte av 70","^([a-z ]*)([0-9]+)","acoyte av","70"
"DEVA'S. SUCURSAL SAN JUAN.","LIBRERIA","SAN JUAN AV. 777",NA,NA,"D2","san juan av 777","^([a-z ]*)([0-9]+)","san juan av","777"
"DIMAR EDITORA","LIBRERIA","TRIUNVIRATO AV. 3523",NA,NA,"D2","triunvirato av 3523","^([a-z ]*)([0-9]+)","triunvirato av","3523"
"DISTAL LIBROS. SUCURSAL GUIDO.","LIBRERIA","GUIDO 1990",NA,NA,"D2","guido 1990","^([a-z ]*)([0-9]+)","guido","1990"
"EDILYR","LIBRERIA","TUCUMAN 1685",NA,NA,"D2","tucuman 1685","^([a-z ]*)([0-9]+)","tucuman","1685"
"EDUCALIBROS. SUCURSAL MALABIA.","LIBRERIA","MALABIA 2260",NA,NA,"D2","malabia 2260","^([a-z ]*)([0-9]+)","malabia","2260"
"EDUCALIBROS. SUCURSAL CHARCAS.","LIBRERIA","CHARCAS 4623",NA,NA,"D2","charcas 4623","^([a-z ]*)([0-9]+)","charcas","4623"
"EL ALEPH LIBROS","LIBRERIA","RIVADAVIA AV. 3972",NA,NA,"D2","rivadavia av 3972","^([a-z ]*)([0-9]+)","rivadavia av","3972"
"EL ALMACEN LIBROS","LIBRERIA","TALCAHUANO 231",NA,NA,"D2","talcahuano 231","^([a-z ]*)([0-9]+)","talcahuano","231"
"EL BANQUETE. SUCURSAL LA PAMPA.","LIBRERIA","LA PAMPA 2516",NA,NA,"D2","la pampa 2516","^([a-z ]*)([0-9]+)","la pampa","2516"
"EL GUALEGUAY LIBROS","LIBRERIA","PACHECO 2251",NA,NA,"D2","pacheco 2251","^([a-z ]*)([0-9]+)","pacheco","2251"
"EL INCUNABLE","LIBRERIA","MONTEVIDEO 1519",NA,NA,"D2","montevideo 1519","^([a-z ]*)([0-9]+)","montevideo","1519"
"EL JAGUEL","LIBRERIA","FLORIDA 835",NA,NA,"D2","florida 835","^([a-z ]*)([0-9]+)","florida","835"
"EL MILAGROSO","LIBRERIA","CUZCO 149",NA,NA,"D2","cuzco 149","^([a-z ]*)([0-9]+)","cuzco","149"
"EL PERSEGUIDOR","LIBRERIA","CORRIENTES AV. 1718",NA,NA,"D2","corrientes av 1718","^([a-z ]*)([0-9]+)","corrientes av","1718"
"EL RUFIAN MELANCOLICO","LIBRERIA","BOLIVAR 857",NA,NA,"D2","bolivar 857","^([a-z ]*)([0-9]+)","bolivar","857"
"EL VENTANAL","LIBRERIA","FLORIDA 835",NA,NA,"D2","florida 835","^([a-z ]*)([0-9]+)","florida","835"
