NOMBRE	ACTIVIDAD	DIRECCION		
SANTA MARIA	LIBRERIA	RIVADAVIA AV. 8517		
SBS LIBRERIA INTERNACIONAL. SUCURSAL DISCEPOLO.	LIBRERIA	DISCEPOLO, ENRIQUE SANTOS 1875		
SBS LIBRERIA INTERNACIONAL. SUCURSAL SUCRE.	LIBRERIA	SUCRE, ANTONIO JOSE DE, MCAL. 2441		
SIRERA LIBROS	LIBRERIA	CORRIENTES AV. 1523		
SUDESTE LIBROS	LIBRERIA	CORRIENTES AV. 1117		
TEKNE	LIBRERIA	URQUIZA, GRAL. 772		
TERRA NOVA MAPS	LIBRERIA	FLORIDA 835		
TERRAMAR	LIBRERIA	DE MAYO AV. 1111		
TODO CBC	LIBRERIA	VIAMONTE 2011		
TODOTECNICAS	LIBRERIA	ALVEAR, MARCELO T. DE 1326		
ESPACIO JURIDICO	LIBRERIA	TALCAHUANO 487		
VICTOR AIZENMAN	LIBRERIA	LAS HERAS GENERAL AV. 2153		
VALENTE	LIBRERIA	LACROZE, FEDERICO AV. 3860		
VIVE LEYENDO - ANTIGUA FRAY MOCHO	LIBRERIA	SARMIENTO 1832		
CULTURAL ROFFO	BIBLIOTECA	SIMBRON 3058		
BIBLIOTECA OBRERA JUAN B. JUSTO	BIBLIOTECA	LA PLATA AV. 85		
BIBLIOTECA POPULAR VILLA PUEYRREDON NORTE	BIBLIOTECA	COCHRANE 2334		
BIBLIOTECA POPULAR DOMINGO FAUSTINO SARMIENTO	BIBLIOTECA	BUCARELLI 2583		
BIBLIOTECA POPULAR JOSE ENRIQUE RODO	BIBLIOTECA	ANDALGALA 2051		
BIBLIOTECA POPULAR CIENCIA Y LABOR	BIBLIOTECA	DIAZ, CESAR, GRAL. 2453		
BIBLIOTECA POPULAR AVELINO HERRERA	BIBLIOTECA	RIVADAVIA AV. 4950		
BIBLIOTECA POPULAR JOAQUIN V. GONZALEZ	BIBLIOTECA	PERON, JUAN DOMINGO, TTE. GENERAL 1242		
BIBLIOTECA POPULAR CARLOS VEGA BELGRANO	BIBLIOTECA	GARZON EUGENIO GENERAL 3780		
BIBLIOTECA POPULAR WILLIAM C. MORRIS	BIBLIOTECA	GUEMES 4621		
BIBLIOTECA POPULAR CORPORACION MITRE	BIBLIOTECA	ALVAREZ JONTE AV. 3176		
BIBLIOTECA POPULAR PUEYRREDON SUD	BIBLIOTECA	ESTADO PLURINACIONAL DE BOLIVIA 4801		
BIBLIOTECA POPULAR J. M. ESTRADA	BIBLIOTECA	RECONQUISTA 461		
BIBLIOTECA POPULAR EUSTAQUIO SANCHEZ	BIBLIOTECA	GUEVARA 464		
BIBLIOTECA POPULAR SATURNINO SEGUROLA	BIBLIOTECA	SEGUROLA AV. 1281		
BIBLIOTECA POPULAR 25 DE MAYO	BIBLIOTECA	BALBIN, RICARDO, DR. AV. 4221		
ASOCIACION CIRCULO CULTURAL Y DE FOMENTO BELISARIO ROLDAN	BIBLIOTECA	GALLARDO 616		
BIBLIOTECA POPULAR CENTRO PROT. REC. DE CHOFERES	BIBLIOTECA	AZCUENAGA 718		
BIBLIOTECA POPULAR JOSE MANUEL ESTRADA	BIBLIOTECA	FALCON, RAMON L.,CNEL. 5176		
BIBLIOTECA POPULAR DOMINGO F. SARMIENTO	BIBLIOTECA	BAIGORRIA 3373		
BIBLIOTECA POPULAR DE BARRACAS	BIBLIOTECA	JOVELLANOS, GASPAR M. DE 1051		
BIBLIOTECA POPULAR DR. ANGEL A. GIMENEZ	BIBLIOTECA	SUAREZ 1301		
BIBLIOTECA POPULAR EURINDIA	BIBLIOTECA	BRAGADO 5950		
BIBLIOTECA POPULAR UNIVERSIDAD POPULAR DE BELGRANO	BIBLIOTECA	CIUDAD DE LA PAZ 1972		
BIBLIOTECA POPULAR JUAN B. REBAGLIATI	BIBLIOTECA	LA FACULTAD 1772		
BIBLIOTECA POPULAR JUAN BAUTISTA ALBERDI	BIBLIOTECA	BRANDSEN 805		
BIBLIOTECA POPULAR ASOCIACION CIVIL LEOPOLDO MARECHAL	BIBLIOTECA	TRELLES, MANUEL R. 948		
BIBLIOTECA POPULAR CAROLINA MUZILLI ASOCIACION CIVIL	BIBLIOTECA	15 DE NOVIEMBRE DE 1889 1459		
BIBLIOTECA POPULAR LECTORES DEL PUEBLO	BIBLIOTECA	SAN PEDRITO 1026		
BIBLIOTECA POPULAR JUANA MANSO	BIBLIOTECA	LA RIOJA 1042		
FUNDACION NICOLAS GARCIA URIBURU (MUSEO DE ARTE PRECOLOMBINO)	MUSEO	BOLLINI 2260		
MUSEO DE LA CARICATURA SEVERO VACCARO	MUSEO	LIMA 1037		
MUSEO DR. GENARO GIACOBINI	MUSEO	CASEROS AV. 3087		
ASOCIACION CENTRO BETANZOS	CENTRO CULTURAL	REPUBLICA BOLIVARIANA DE VENEZUELA 1534		
CENTRO CULTURAL DE LOS ARTISTAS	CENTRO CULTURAL	MAGALLANES 861		
ASOCIACION ITALIANA DE MUTUALIDAD E INSTRUCCION UNIONE E BENEVOLENZA	ESPACIO DE FORMACION (CARRERAS, SEMINARIOS Y TALLERES)	PERON, JUAN DOMINGO, TTE. GENERAL 1362		
CENTRO METROPOLITANO DE DISEÑO (CMD)	ESPACIO DE FORMACION (CARRERAS, SEMINARIOS Y TALLERES)	ALGARROBO 1041		
SAMY RECORDS	DISQUERIA	SAN MARTIN AV. 2450		
CENTRO CULTURAL EL PERRO	CENTRO CULTURAL	SUAREZ 3000		
MUSEO DE INFORMATICA, COMPUTADORAS Y ACCESORIOS INFORMATICOS	MUSEO	TUCUMAN 810		
EL FARO	BAR ELEMENTO	DE LOS CONSTITUYENTES AV. 4099		
LA ESCUELA	BAR ELEMENTO	PEDRAZA, MANUELA 2803		
EL MOTIVO	BAR ELEMENTO	CARRIL, SALVADOR MARIA DEL AV. 2400		
SAN BERNARDO	BAR ELEMENTO	CORRIENTES AV. 5436		
BAR BAUNESS	BAR ELEMENTO	BAUNESS 2561		
EL BOLICHE DE ROBERTO	BAR ELEMENTO	BULNES 331		
FLORIDA	BAR ELEMENTO	BOEDO AV. 944		
ALENJO	BAR ELEMENTO	BOEDO AV. 825		
BAR OVIEDO	BAR ELEMENTO	DE LA TORRE, LISANDRO AV. 2407		
LOS BILLARES DE MATADEROS	BAR ELEMENTO	DE LOS CORRALES AV. 7300		
MAR AZUL	BAR ELEMENTO	TUCUMAN 1700		
BOHEMIA	BAR ELEMENTO	CABILDO AV. 4212		
CAFE SAAVEDRA	BAR ELEMENTO	BALBIN, RICARDO, DR. AV. 4008		
BAR CONDE	BAR ELEMENTO	CONDE 701		
CAFE DE GARCIA	BAR ELEMENTO	SANABRIA 3302		
YATASTO	BAR ELEMENTO	SAN MARTIN AV. 3201		
SALON URQUIZA	BAR ELEMENTO	MENDOZA 4973		
BARCELONA	BAR ELEMENTO	CORDOBA AV. 5895		
EL VIEJO BUZON	BAR ELEMENTO	NEUQUEN 1100		
BAR EL MODELO	BAR ELEMENTO	SANTANDER 487		
CAFESUA	BAR ELEMENTO	CASEROS AV. 3699		
BANCO BAR	BAR ELEMENTO	ALBERDI, JUAN BAUTISTA AV. 5496		
TRES AVENIDAS	BAR ELEMENTO	DIRECTORIO AV. 4302		
EL BODEGON DE VILLA LURO	BAR ELEMENTO	RIVADAVIA AV. 9800		
CAFE MIRANDA	BAR ELEMENTO	LOPE DE VEGA AV. 1501		
CLARO	BAR ELEMENTO	LOPE DE VEGA AV. 1400		
VARELA VARELITA	BAR ELEMENTO	SCALABRINI ORTIZ, RAUL AV. 2100		
STAZIONE CAFE GOURMET	BAR ELEMENTO	JUNCAL 2002		
SAN JOSE	BAR ELEMENTO	CALVO, CARLOS 1400		
CONFITERIA LA UNION	BAR ELEMENTO	BELGRANO AV. 1101		
LA ORQUIDEA	BAR ELEMENTO	CORRIENTES AV. 4101		
LA LAGUNA	BAR ELEMENTO	PERON, EVA AV. Y LAGUNA		
RAFYS	BAR IDENTIFICADO	CONGRESO AV. Y CRAMER AV.		
LOS 3 HERMANOS	BAR IDENTIFICADO	FOREST AV. 317		
LA GENTILEZA	BAR IDENTIFICADO	LACROZE, FEDERICO AV. 3800		
BAR DE EL GALLEGO	BAR IDENTIFICADO	BONPLAND 1703		
CAFE LA UNION	BAR IDENTIFICADO	CONGRESO AV. 3899		
BAR RODNEY	BAR IDENTIFICADO	RODNEY 400		
GUARDA LA VIEJA	BAR IDENTIFICADO	BILLINGHURST 699		
SANATA BAR	BAR IDENTIFICADO	SARMIENTO 3501		
EL IMAGINARIO CULTURAL	BAR IDENTIFICADO	BULNES 899		
LA CASONA DE HUMAHUACA	BAR IDENTIFICADO	HUMAHUACA 3508		
MUSSETTA	BAR IDENTIFICADO	BILLINGHURST 894		
PAN Y ARTE	BAR IDENTIFICADO	BOEDO AV. 880		
MARGOT	BAR IDENTIFICADO	BOEDO AV. 857		
ESQUINA HOMERO MANZI	BAR IDENTIFICADO	SAN JUAN AV. 3601		
CAFE DE LA SUBASTA	BAR IDENTIFICADO	RIO DE JANEIRO 54		
MAILIN	BAR IDENTIFICADO	CHICLANA AV. 4258		
LE PAYSAGE	BAR IDENTIFICADO	COBO AV. 1102		
TAXCO CAFE	BAR IDENTIFICADO	ALBERDI, JUAN BAUTISTA AV. 6099		
DE LOS CORRALES	BAR IDENTIFICADO	DE LOS CORRALES AV. 6799		
CATEDRAL DEL TANGO	BAR IDENTIFICADO	DE LOS CORRALES AV. 6599		
LOS CUATRO ASES	BAR IDENTIFICADO	FERNANDEZ DE LA CRUZ, F., GRAL. AV. Y PORTELA		
ESQUINA ALBERDI	BAR IDENTIFICADO	ALBERDI, JUAN BAUTISTA AV. 1907		
PIZZA PAZZA	BAR IDENTIFICADO	AVELLANEDA AV. 4199		
ESQUINA JONTE	BAR IDENTIFICADO	ALVAREZ JONTE AV. 5799		
PICHIN	BAR IDENTIFICADO	DE MAYO AV. 806		
LA OPERA	BAR IDENTIFICADO	CORRIENTES AV. 1799		
BAR IBERIA	BAR IDENTIFICADO	DE MAYO AV. 1196		
CAFE Y BAR RONAS	BAR IDENTIFICADO	DE MAYO AV. 999		
CAFE DE LA JUNTA DE 1810	BAR IDENTIFICADO	DE MAYO AV. 639		
BAR LONDON CITY	BAR IDENTIFICADO	DE MAYO AV. 599		
SAN MARTIN	BAR IDENTIFICADO	BELGRANO AV. 901		
HOLM BAR	BAR IDENTIFICADO	HOLMBERG 2637		
CAFE VIA LACROZE	BAR IDENTIFICADO	LACROZE, FEDERICO AV. 2801		
CAFE DE LA U	BAR IDENTIFICADO	TRIUNVIRATO AV. 4801		
BAHIA	BAR IDENTIFICADO	SAENZ AV. 1455		
EL ENCUENTRO	BAR IDENTIFICADO	DE LA TORRE, LISANDRO AV. 2381		
CAFE AVENIDA	BAR IDENTIFICADO	PERON, EVA AV. Y MEDINA		
LA POPULAR	BAR IDENTIFICADO	PERON, EVA AV. 4246		
SEPTIMO ARTE	BAR IDENTIFICADO	SAN PEDRITO AV. 107		
LA FORJA	BAR IDENTIFICADO	BACACAY 2414		
LA FARMACIA	BAR IDENTIFICADO	DIRECTORIO AV. 2400		
LOS MEJORES	BAR IDENTIFICADO	CARABOBO AV. 17		
LA ESTACION	BAR IDENTIFICADO	BAHIA BLANCA 100		
EL GARFIO	BAR IDENTIFICADO	DIRECTORIO AV. Y ACOSTA, MARIANO AV.		
SANTA CLARA	BAR IDENTIFICADO	CARRASCO AV. 23		
CAFE ROCK DE LA VE	BAR IDENTIFICADO	LOPE DE VEGA 250		
SISONO CAFE	BAR IDENTIFICADO	IRIGOYEN 39		
EL OLIMPO	BAR IDENTIFICADO	IRIGOYEN 1491		
CAFE DORREGO	BAR IDENTIFICADO	DEFENSA 1098		
BRITANICO	BAR IDENTIFICADO	BRASIL AV. 399		
ROMA	BAR IDENTIFICADO	OLAVARRIA 409		
ACONCAGUA	BAR IDENTIFICADO	ESTADOS UNIDOS 502		
LA GIRALDA	BAR IDENTIFICADO	CORRIENTES AV. 1453		
AUDITORIO BELGRANO	ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)	LORETO, VIRREY 2348		
ARTE MULTIPLEX	CINE	CABILDO AV. 2829		
MARGEN DEL MUNDO (MUSEO DE PERIODISMO)	MUSEO	ARENAL, CONCEPCION 4865		
LA GRAN JAIME	CENTRO CULTURAL	ARAOZ 832		
CENTRO CULTURAL KIRCHNER	CENTRO CULTURAL	SARMIENTO 151		
LA ABADIA. CENTRO DE ARTE Y ESTUDIOS LATINOAMERICANOS	CENTRO CULTURAL	GOROSTIAGA 1908		
